otomoto_id,title,subtitle,href,year,mileage,engine,fuel_type,price,price_currency,price_details,location_city,location_region
6072998287,"Suzuki SX4","1.6 Benzyna Nawigacja Alufelgi Stan Bardzo dobry. Polecam",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-nawigacja-alufelgi-stan-bardzo-dobry-polecam-ID6CZGhh.html#eef0fde274,2008,135112,15863,Benzyna,20800,PLN,"Do negocjacji","Bilcza",Świętokrzyskie
6078115876,"Suzuki SX4","1.6 benzyna, 4X4, Klimatronic, NISKI PRZEBIEG!",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-4x4-klimatronic-niski-przebieg-ID6Dl9B2.html#eef0fde274,2010,67900,15863,Benzyna,29800,PLN,"Do negocjacji","Myślenice",Małopolskie
6077227705,"Suzuki SX4 1.9","1,9 DDiS klimatyzcja nawigacja napęd 4x4 opłacony",https://www.otomoto.pl/oferta/suzuki-sx4-1-9-ddis-klimatyzcja-nawigacja-naped-4x4-oplacony-ID6DhqxH.html#eef0fde274,2007,212000,19103,Diesel,13900,PLN,"Do negocjacji","Włocławek",Kujawsko-pomorskie
6078048610,"Suzuki SX4 1.6","Suzuki SX4 1.6",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-1-6-ID6DkS66.html#eef0fde274,2008,82000,15863,Benzyna,20900,PLN,"Do negocjacji","Zamość",Lubelskie
6076769593,"Suzuki SX4 1.6","Suzuki SX4 1.6i Automat Bezwypadkowy Key Less Go",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-1-6i-automat-bezwypadkowy-key-less-go-ID6DfwmN.html#eef0fde274,2013,160000,15863,Benzyna,31500,PLN,"","Warszawa",Mazowieckie
6077486233,"Suzuki SX4 2.0","Suzuki SX4 2007 2.0 Automat AWD",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-2007-2-0-automat-awd-ID6DiwNw.html#eef0fde274,2007,180000,19953,Benzyna,20900,PLN,"Do negocjacji","Białystok",Podlaskie
6069318723,"Suzuki SX4","4x4 benzyna opłacony",https://www.otomoto.pl/oferta/suzuki-sx4-4x4-benzyna-oplacony-ID6CKf3t.html#eef0fde274,2007,220880,16003,Benzyna,18900,PLN,"","Mszana Dolna",Małopolskie
6077984409,"Suzuki SX4","Suzuki SX4 1.6 benzyna Sedan, ozonowanie gratis!",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-1-6-benzyna-sedan-ozonowanie-gratis-ID6DkBoB.html#eef0fde274,2009,199334,15863,Benzyna,13400,PLN,"Do negocjacji","Ząbki",Mazowieckie
6077600998,"Suzuki SX4","Okazja! Wyprzedaż! Likwidacja komisu ! Gwarancja !",https://www.otomoto.pl/oferta/suzuki-sx4-okazja-wyprzedaz-likwidacja-komisu-gwarancja-ID6DiZEy.html#eef0fde274,2009,182000,19103,Diesel,16500,PLN,"Do negocjacji","Sokołów Podlaski",Mazowieckie
6077289513,"Suzuki SX4 1.6","1.6 107ps Climatronik Tempomat Cz.Parkowania Super Stan NAVI",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-107ps-climatronik-tempomat-cz-parkowania-super-stan-navi-ID6DhGCB.html#eef0fde274,2007,174000,15863,Benzyna,17600,PLN,"Do negocjacji","Ruda Śląska",Śląskie
6077574601,"Suzuki SX4","Alu/Keyless_Eentry/Grzane_Fotele/Klima/Serwis/Stan_perfekcyjny !",https://www.otomoto.pl/oferta/suzuki-sx4-alu-keyless-eentry-grzane-fotele-klima-serwis-stan-perfekcyjny-ID6DiSMN.html#eef0fde274,2007,97000,16003,Benzyna,19999,PLN,"Do negocjacji","Poręba",Śląskie
6076491085,"Suzuki SX4","1.6 benzyna",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-ID6DekUJ.html#eef0fde274,2007,162000,15863,Benzyna,17200,PLN,"","Opoczno",Łódzkie
6077522982,"Suzuki SX4 1.6","1,6 Benzyna Napęd 4x4 !!!",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benzyna-naped-4x4-ID6DiFme.html#eef0fde274,2007,195000,15863,Benzyna,18900,PLN,"","Chmielno",Pomorskie
6077406673,"Suzuki SX4 1.6","Super Okazja Jak Nowy",https://www.otomoto.pl/oferta/suzuki-sx4-super-okazja-jak-nowy-ID6Dib6h.html#eef0fde274,2014,45000,15863,Benzyna,31900,PLN,"","Długi Kierz",Pomorskie
